NonDetectFlag,Parameter ID,S Adt,S Avg Annual Precip,S EMC Value,Site ID,State ID,T Data Qualifier,T EMC Qual,T Parameter Name,T Pcode
FALSE,109,8000,,4.3,187,38,,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",p00418
FALSE,109,8000,,4.19,187,38,,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",p00418
FALSE,109,8000,,3.18,187,38,,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",p00418
TRUE,1669,30000,,0.01,186,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,30000,,0.0041,186,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,30000,,0.0021,186,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,30000,,0.002,186,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,30000,,0.0019,186,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,145100,,0.01,184,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,145100,,0.0062,184,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,145100,,0.0033,184,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,23000,,0.0052,183,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,23000,,0.0024,183,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
TRUE,1669,23000,,0.00049,183,38,,<,"alpha-Endosulfan, water, unfiltered, recoverable, micrograms per liter",p34361
FALSE,1587,145100,,0.01,184,38,,,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
FALSE,1587,145100,,0.0096,184,38,,,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,30000,,0.0072,186,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,30000,,0.003,186,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,30000,,0.0025,186,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,30000,,0.00051,186,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,30000,,0.0005,186,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,145100,,0.01,184,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,145100,,0.0049,184,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,23000,,0.0043,183,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,23000,,0.0011,183,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
TRUE,1587,23000,,0.00021,183,38,,<,"alpha-HCH, water, filtered, recoverable, micrograms per liter",p34253
FALSE,361,30000,,1240,186,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,30000,,129,186,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,30000,,85.5,186,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,30000,,76.5,186,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,30000,,65.2,186,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,145100,,132,184,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,145100,,117,184,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,145100,,53.5,184,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,145100,,47.8,184,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,145100,,13,184,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,145100,,12,184,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,145100,,10.4,184,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,145100,,8,184,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,23000,,125,183,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,23000,,22.4,183,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,23000,,14.1,183,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,23000,,13.8,183,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,23000,,9.3,183,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,23000,,7.3,183,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,23000,,6.9,183,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,23000,,6.2,183,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,23000,,6,183,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,361,15800,,80.3,182,38,,,"Aluminum, water, filtered, micrograms per liter",p01106
FALSE,359,30000,,4130,186,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,30000,,2450,186,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,30000,,1530,186,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,30000,,1390,186,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,30000,,654,186,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,30000,,87,186,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,145100,,3370,184,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,145100,,3340,184,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,145100,,2670,184,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,145100,,971,184,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,145100,,818,184,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,145100,,706,184,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,145100,,376,184,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,145100,,372,184,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,23000,,2410,183,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,23000,,1150,183,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,23000,,1020,183,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,23000,,1010,183,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,23000,,762,183,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,23000,,704,183,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,23000,,581,183,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,23000,,449,183,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,23000,,270,183,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
FALSE,359,15800,,6520,182,38,,,"Aluminum, water, unfiltered, recoverable, micrograms per liter",p01104
TRUE,3939,21400,,10,181,38,,<,"Aminomethylphosphonic acid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",p62649
FALSE,176,21000,,3.67,185,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,4.8,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,4.72,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,4.6,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,4.56,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,4.54,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,3.65,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,3.49,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,2.9,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,2.7,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,2.6,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,2.59,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,2.45,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,2.35,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,2.21,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,1.97,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,1.75,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,1.7,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,1.38,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,145100,,1.27,184,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,4.24,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,4.12,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,3.7,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,3.62,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,3.42,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.98,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.82,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.75,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.74,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.53,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.52,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.42,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.36,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.2,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.13,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,1.02,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,0.95,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,0.84,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,0.66,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,23000,,0.62,183,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,3.15,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.84,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.7,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.5,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.49,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.43,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.36,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.26,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.22,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.2,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.09,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,1.02,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.96,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.94,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.93,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.79,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.76,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.71,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.7,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.59,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.56,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.45,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,15800,,0.33,182,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,21400,,2.5,181,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,21400,,2.2,181,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,21400,,1.9,181,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,21400,,1.4,181,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,21400,,1.1,181,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,21400,,1,181,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,21400,,0.84,181,38,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,14,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,8,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,3.94,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,1.64,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,1.32,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.99,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.97,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.78,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.77,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.64,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.61,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.5,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.45,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.41,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.39,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
FALSE,176,17000,39,0.36,21,48,,,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (TKN)",p00625
